sent_id,sys_name,rater_id,structural_simplicity
49,NTS-h4_w2v_model,3,0
50,NTS-h4_w2v_model,1,0
50,NTS-h4_w2v_model,2,0
50,NTS-h4_w2v_model,3,0
51,NTS-h4_w2v_model,1,1
51,NTS-h4_w2v_model,2,1
51,NTS-h4_w2v_model,3,1
52,NTS-h4_w2v_model,1,1
52,NTS-h4_w2v_model,2,1
52,NTS-h4_w2v_model,3,1
53,NTS-h4_w2v_model,1,0
53,NTS-h4_w2v_model,2,0
53,NTS-h4_w2v_model,3,-1
54,NTS-h4_w2v_model,1,1
54,NTS-h4_w2v_model,2,1
54,NTS-h4_w2v_model,3,1
55,NTS-h4_w2v_model,1,0
55,NTS-h4_w2v_model,2,0
55,NTS-h4_w2v_model,3,1
56,NTS-h4_w2v_model,1,0
56,NTS-h4_w2v_model,2,1
56,NTS-h4_w2v_model,3,0
57,NTS-h4_w2v_model,1,0
57,NTS-h4_w2v_model,2,0
57,NTS-h4_w2v_model,3,0
58,NTS-h4_w2v_model,1,0
58,NTS-h4_w2v_model,2,0
58,NTS-h4_w2v_model,3,0
59,NTS-h4_w2v_model,1,1
59,NTS-h4_w2v_model,2,2
59,NTS-h4_w2v_model,3,1
60,NTS-h4_w2v_model,1,0
60,NTS-h4_w2v_model,2,0
60,NTS-h4_w2v_model,3,0
61,NTS-h4_w2v_model,1,1
61,NTS-h4_w2v_model,2,0
61,NTS-h4_w2v_model,3,1
62,NTS-h4_w2v_model,1,0
62,NTS-h4_w2v_model,2,0
62,NTS-h4_w2v_model,3,0
63,NTS-h4_w2v_model,1,1
63,NTS-h4_w2v_model,2,0
63,NTS-h4_w2v_model,3,1
64,NTS-h4_w2v_model,1,0
64,NTS-h4_w2v_model,2,1
64,NTS-h4_w2v_model,3,0
65,NTS-h4_w2v_model,1,1
65,NTS-h4_w2v_model,2,0
65,NTS-h4_w2v_model,3,1
66,NTS-h4_w2v_model,1,0
66,NTS-h4_w2v_model,2,0
66,NTS-h4_w2v_model,3,-1
67,NTS-h4_w2v_model,1,0
67,NTS-h4_w2v_model,2,0
67,NTS-h4_w2v_model,3,0
68,NTS-h4_w2v_model,1,1
68,NTS-h4_w2v_model,2,0
68,NTS-h4_w2v_model,3,1
69,NTS-h4_w2v_model,1,0
69,NTS-h4_w2v_model,2,0
69,NTS-h4_w2v_model,3,0
70,NTS-h4_w2v_model,1,0
70,NTS-h4_w2v_model,2,0
70,NTS-h4_w2v_model,3,0
1,DSS,1,1
1,DSS,2,1
1,DSS,3,0
2,DSS,1,2
2,DSS,2,2
2,DSS,3,2
3,DSS,1,0
3,DSS,2,0
3,DSS,3,1
4,DSS,1,0
4,DSS,2,0
4,DSS,3,0
5,DSS,1,1
5,DSS,2,0
5,DSS,3,0
6,DSS,1,0
6,DSS,2,0
6,DSS,3,0
7,DSS,1,0
7,DSS,2,0
7,DSS,3,0
8,DSS,1,0
8,DSS,2,0
8,DSS,3,1
9,DSS,1,1
9,DSS,2,-2
9,DSS,3,-2
10,DSS,1,1
10,DSS,2,0
10,DSS,3,0
11,DSS,1,0
11,DSS,2,-1
11,DSS,3,1
12,DSS,1,1
12,DSS,2,0
12,DSS,3,-1
13,DSS,1,2
13,DSS,2,1
13,DSS,3,1
14,DSS,1,1
14,DSS,2,0
14,DSS,3,0
15,DSS,1,1
15,DSS,2,1
15,DSS,3,2
16,DSS,1,0
16,DSS,2,0
16,DSS,3,0
17,DSS,1,0
17,DSS,2,0
17,DSS,3,0
18,DSS,1,1
18,DSS,2,0
18,DSS,3,1
19,DSS,1,0
19,DSS,2,0
19,DSS,3,0
20,DSS,1,1
20,DSS,2,0
20,DSS,3,0
21,DSS,1,-1
21,DSS,2,-1
21,DSS,3,-1
22,DSS,1,0
22,DSS,2,0
22,DSS,3,0
23,DSS,1,2
23,DSS,2,1
23,DSS,3,1
24,DSS,1,2
24,DSS,2,1
24,DSS,3,1
25,DSS,1,0
25,DSS,2,-1
25,DSS,3,-1
26,DSS,1,1
26,DSS,2,0
26,DSS,3,-1
27,DSS,1,0
27,DSS,2,0
27,DSS,3,-1
28,DSS,1,-1
28,DSS,2,-2
28,DSS,3,-1
29,DSS,1,2
29,DSS,2,0
29,DSS,3,1
30,DSS,1,1
30,DSS,2,0
30,DSS,3,0
31,DSS,1,0
31,DSS,2,0
31,DSS,3,0
32,DSS,1,1
32,DSS,2,-1
32,DSS,3,-1
33,DSS,1,-1
33,DSS,2,-1
33,DSS,3,-1
34,DSS,1,1
34,DSS,2,0
34,DSS,3,1
35,DSS,1,2
35,DSS,2,2
35,DSS,3,1
36,DSS,1,1
36,DSS,2,0
36,DSS,3,-1
37,DSS,1,1
37,DSS,2,0
37,DSS,3,-1
38,DSS,1,1
38,DSS,2,0
38,DSS,3,-1
39,DSS,1,0
39,DSS,2,0
39,DSS,3,0
40,DSS,1,2
40,DSS,2,0
40,DSS,3,0
41,DSS,1,1
41,DSS,2,-1
41,DSS,3,-2
42,DSS,1,1
42,DSS,2,0
42,DSS,3,0
43,DSS,1,1
43,DSS,2,1
43,DSS,3,1
44,DSS,1,0
44,DSS,2,0
44,DSS,3,0
45,DSS,1,1
45,DSS,2,0
45,DSS,3,-1
46,DSS,1,2
46,DSS,2,0
46,DSS,3,1
47,DSS,1,0
47,DSS,2,0
47,DSS,3,-1
48,DSS,1,-1
48,DSS,2,0
48,DSS,3,0
49,DSS,1,1
49,DSS,2,0
49,DSS,3,-2
50,DSS,1,0
50,DSS,2,0
50,DSS,3,-1
51,DSS,1,0
51,DSS,2,0
51,DSS,3,-1
52,DSS,1,2
52,DSS,2,2
52,DSS,3,2
53,DSS,1,-1
53,DSS,2,0
53,DSS,3,0
54,DSS,1,1
54,DSS,2,0
54,DSS,3,-1
55,DSS,1,-2
55,DSS,2,-1
55,DSS,3,-1
56,DSS,1,2
56,DSS,2,-1
56,DSS,3,-1
57,DSS,1,1
57,DSS,2,0
57,DSS,3,-1
58,DSS,1,1
58,DSS,2,-1
58,DSS,3,-1
59,DSS,1,1
59,DSS,2,1
59,DSS,3,0
60,DSS,1,0
60,DSS,2,0
60,DSS,3,0
61,DSS,1,0
61,DSS,2,-1
61,DSS,3,-1
62,DSS,1,1
62,DSS,2,-1
62,DSS,3,-1
63,DSS,1,1
63,DSS,2,0
63,DSS,3,0
64,DSS,1,0
64,DSS,2,0
64,DSS,3,-1
65,DSS,1,0
65,DSS,2,0
65,DSS,3,0
66,DSS,1,1
66,DSS,2,2
66,DSS,3,1
67,DSS,1,2
67,DSS,2,1
67,DSS,3,1
68,DSS,1,0
68,DSS,2,-1
68,DSS,3,-1
69,DSS,1,1
69,DSS,2,0
69,DSS,3,0
70,DSS,1,0
70,DSS,2,0
70,DSS,3,-1
1,DSS^m,1,0
1,DSS^m,2,0
1,DSS^m,3,-1
2,DSS^m,1,-1
2,DSS^m,2,0
2,DSS^m,3,-1
3,DSS^m,1,0
3,DSS^m,2,0
3,DSS^m,3,0
4,DSS^m,1,0
4,DSS^m,2,0
4,DSS^m,3,0
5,DSS^m,1,1
5,DSS^m,2,0
5,DSS^m,3,1
6,DSS^m,1,0
6,DSS^m,2,0
6,DSS^m,3,0
7,DSS^m,1,0
7,DSS^m,2,0
7,DSS^m,3,0
8,DSS^m,1,0
8,DSS^m,2,0
8,DSS^m,3,0
9,DSS^m,1,-2
9,DSS^m,2,-1
9,DSS^m,3,-2
10,DSS^m,1,1
10,DSS^m,2,0
10,DSS^m,3,-2
11,DSS^m,1,1
11,DSS^m,2,0
11,DSS^m,3,-1
12,DSS^m,1,0
12,DSS^m,2,0
12,DSS^m,3,-1
13,DSS^m,1,1
13,DSS^m,2,0
13,DSS^m,3,0
14,DSS^m,1,1
14,DSS^m,2,1
14,DSS^m,3,0
15,DSS^m,1,1
15,DSS^m,2,0
15,DSS^m,3,-1
16,DSS^m,1,0
16,DSS^m,2,0
16,DSS^m,3,0
17,DSS^m,1,1
17,DSS^m,2,0
17,DSS^m,3,-1
18,DSS^m,1,0
18,DSS^m,2,0
18,DSS^m,3,0
19,DSS^m,1,0
19,DSS^m,2,0
19,DSS^m,3,0
20,DSS^m,1,1
20,DSS^m,2,0
20,DSS^m,3,1
21,DSS^m,1,0
21,DSS^m,2,0
21,DSS^m,3,0
22,DSS^m,1,1
22,DSS^m,2,0
22,DSS^m,3,1
23,DSS^m,1,1
23,DSS^m,2,0
23,DSS^m,3,0
24,DSS^m,1,1
24,DSS^m,2,0
24,DSS^m,3,0
25,DSS^m,1,0
25,DSS^m,2,-1
25,DSS^m,3,-1
26,DSS^m,1,0
26,DSS^m,2,0
26,DSS^m,3,0
27,DSS^m,1,0
27,DSS^m,2,0
27,DSS^m,3,-1
28,DSS^m,1,2
28,DSS^m,2,0
28,DSS^m,3,-1
29,DSS^m,1,1
29,DSS^m,2,0
29,DSS^m,3,0
30,DSS^m,1,0
30,DSS^m,2,0
30,DSS^m,3,-1
31,DSS^m,1,0
31,DSS^m,2,0
31,DSS^m,3,0
32,DSS^m,1,0
32,DSS^m,2,0
32,DSS^m,3,-1
33,DSS^m,1,0
33,DSS^m,2,0
33,DSS^m,3,-1
34,DSS^m,1,-1
34,DSS^m,2,-1
34,DSS^m,3,-1
35,DSS^m,1,-2
35,DSS^m,2,-1
35,DSS^m,3,-1
36,DSS^m,1,1
36,DSS^m,2,0
36,DSS^m,3,-1
37,DSS^m,1,0
37,DSS^m,2,0
37,DSS^m,3,-1
38,DSS^m,1,-2
38,DSS^m,2,-1
38,DSS^m,3,-1
39,DSS^m,1,0
39,DSS^m,2,0
39,DSS^m,3,0
40,DSS^m,1,1
40,DSS^m,2,1
40,DSS^m,3,1
41,DSS^m,1,-1
41,DSS^m,2,0
41,DSS^m,3,-1
42,DSS^m,1,0
42,DSS^m,2,0
42,DSS^m,3,0
43,DSS^m,1,1
43,DSS^m,2,0
43,DSS^m,3,0
44,DSS^m,1,0
44,DSS^m,2,0
44,DSS^m,3,0
45,DSS^m,1,0
45,DSS^m,2,0
45,DSS^m,3,-1
46,DSS^m,1,1
46,DSS^m,2,0
46,DSS^m,3,0
47,DSS^m,1,-1
47,DSS^m,2,-1
47,DSS^m,3,-1
48,DSS^m,1,2
48,DSS^m,2,0
48,DSS^m,3,-1
49,DSS^m,1,1
49,DSS^m,2,0
49,DSS^m,3,0
50,DSS^m,1,1
50,DSS^m,2,0
50,DSS^m,3,-1
51,DSS^m,1,0
51,DSS^m,2,0
51,DSS^m,3,-1
52,DSS^m,1,2
52,DSS^m,2,1
52,DSS^m,3,0
53,DSS^m,1,1
53,DSS^m,2,0
53,DSS^m,3,-1
54,DSS^m,1,-1
54,DSS^m,2,0
54,DSS^m,3,-1
55,DSS^m,1,-1
55,DSS^m,2,0
55,DSS^m,3,-1
56,DSS^m,1,0
56,DSS^m,2,-1
56,DSS^m,3,-1
57,DSS^m,1,0
57,DSS^m,2,0
57,DSS^m,3,-1
58,DSS^m,1,1
58,DSS^m,2,0
58,DSS^m,3,-1
59,DSS^m,1,1
59,DSS^m,2,0
59,DSS^m,3,0
60,DSS^m,1,-1
60,DSS^m,2,-1
60,DSS^m,3,-1
61,DSS^m,1,0
61,DSS^m,2,-1
61,DSS^m,3,-1
62,DSS^m,1,-2
62,DSS^m,2,-1
62,DSS^m,3,-1
63,DSS^m,1,1
63,DSS^m,2,0
63,DSS^m,3,-1
64,DSS^m,1,0
64,DSS^m,2,0
64,DSS^m,3,0
65,DSS^m,1,0
65,DSS^m,2,0
65,DSS^m,3,0
66,DSS^m,1,-2
66,DSS^m,2,-1
66,DSS^m,3,-1
67,DSS^m,1,2
67,DSS^m,2,0
67,DSS^m,3,0
68,DSS^m,1,0
68,DSS^m,2,0
68,DSS^m,3,-1
69,DSS^m,1,-1
69,DSS^m,2,0
69,DSS^m,3,-1
70,DSS^m,1,0
70,DSS^m,2,0
70,DSS^m,3,-1
1,Hybrid,1,1
1,Hybrid,2,0
1,Hybrid,3,-2
2,Hybrid,1,1
2,Hybrid,2,1
2,Hybrid,3,1
3,Hybrid,1,0
3,Hybrid,2,0
3,Hybrid,3,0
4,Hybrid,1,1
4,Hybrid,2,0
4,Hybrid,3,1
5,Hybrid,1,0
5,Hybrid,2,0
5,Hybrid,3,-1
6,Hybrid,1,2
6,Hybrid,2,1
6,Hybrid,3,1
7,Hybrid,1,2
7,Hybrid,2,1
7,Hybrid,3,1
8,Hybrid,1,2
8,Hybrid,2,1
8,Hybrid,3,1
9,Hybrid,1,-1
9,Hybrid,2,1
9,Hybrid,3,-1
10,Hybrid,1,0
10,Hybrid,2,0
10,Hybrid,3,-1
11,Hybrid,1,0
11,Hybrid,2,0
11,Hybrid,3,-1
12,Hybrid,1,0
12,Hybrid,2,0
12,Hybrid,3,0
13,Hybrid,1,1
13,Hybrid,2,1
13,Hybrid,3,1
14,Hybrid,1,1
14,Hybrid,2,0
14,Hybrid,3,-2
15,Hybrid,1,2
15,Hybrid,2,1
15,Hybrid,3,1
16,Hybrid,1,1
16,Hybrid,2,0
16,Hybrid,3,-1
17,Hybrid,1,2
17,Hybrid,2,1
17,Hybrid,3,0
18,Hybrid,1,2
18,Hybrid,2,1
18,Hybrid,3,-1
19,Hybrid,1,2
19,Hybrid,2,1
19,Hybrid,3,1
20,Hybrid,1,1
20,Hybrid,2,0
20,Hybrid,3,0
21,Hybrid,1,1
21,Hybrid,2,0
21,Hybrid,3,0
22,Hybrid,1,2
22,Hybrid,2,1
22,Hybrid,3,0
23,Hybrid,1,1
23,Hybrid,2,1
23,Hybrid,3,-1
24,Hybrid,1,1
24,Hybrid,2,1
24,Hybrid,3,-1
25,Hybrid,1,2
25,Hybrid,2,1
25,Hybrid,3,0
26,Hybrid,1,1
26,Hybrid,2,1
26,Hybrid,3,1
27,Hybrid,1,2
27,Hybrid,2,1
27,Hybrid,3,-1
28,Hybrid,1,1
28,Hybrid,2,1
28,Hybrid,3,-1
29,Hybrid,1,1
29,Hybrid,2,0
29,Hybrid,3,-1
30,Hybrid,1,1
30,Hybrid,2,0
30,Hybrid,3,0
31,Hybrid,1,1
31,Hybrid,2,0
31,Hybrid,3,1
32,Hybrid,1,0
32,Hybrid,2,0
32,Hybrid,3,0
33,Hybrid,1,1
33,Hybrid,2,0
33,Hybrid,3,1
34,Hybrid,1,0
34,Hybrid,2,0
34,Hybrid,3,0
35,Hybrid,1,2
35,Hybrid,2,1
35,Hybrid,3,1
36,Hybrid,1,1
36,Hybrid,2,1
36,Hybrid,3,1
37,Hybrid,1,1
37,Hybrid,2,1
37,Hybrid,3,1
38,Hybrid,1,0
38,Hybrid,2,0
38,Hybrid,3,0
39,Hybrid,1,2
39,Hybrid,2,1
39,Hybrid,3,0
40,Hybrid,1,1
40,Hybrid,2,1
40,Hybrid,3,1
41,Hybrid,1,1
41,Hybrid,2,0
41,Hybrid,3,0
42,Hybrid,1,0
42,Hybrid,2,0
42,Hybrid,3,0
43,Hybrid,1,1
43,Hybrid,2,1
43,Hybrid,3,-1
44,Hybrid,1,1
44,Hybrid,2,0
44,Hybrid,3,1
45,Hybrid,1,1
45,Hybrid,2,1
45,Hybrid,3,-1
46,Hybrid,1,1
46,Hybrid,2,0
46,Hybrid,3,-1
47,Hybrid,1,2
47,Hybrid,2,1
47,Hybrid,3,1
48,Hybrid,1,1
48,Hybrid,2,0
48,Hybrid,3,1
49,Hybrid,1,0
49,Hybrid,2,0
49,Hybrid,3,0
50,Hybrid,1,-1
50,Hybrid,2,0
50,Hybrid,3,0
51,Hybrid,1,1
51,Hybrid,2,1
51,Hybrid,3,-1
52,Hybrid,1,1
52,Hybrid,2,1
52,Hybrid,3,1
53,Hybrid,1,1
53,Hybrid,2,0
53,Hybrid,3,-1
54,Hybrid,1,-1
54,Hybrid,2,0
54,Hybrid,3,-1
55,Hybrid,1,0
55,Hybrid,2,0
55,Hybrid,3,0
56,Hybrid,1,0
56,Hybrid,2,0
56,Hybrid,3,0
57,Hybrid,1,1
57,Hybrid,2,1
57,Hybrid,3,0
58,Hybrid,1,1
58,Hybrid,2,1
58,Hybrid,3,1
59,Hybrid,1,1
59,Hybrid,2,1
59,Hybrid,3,-1
60,Hybrid,1,1
60,Hybrid,2,1
60,Hybrid,3,-1
61,Hybrid,1,0
61,Hybrid,2,0
61,Hybrid,3,0
62,Hybrid,1,2
62,Hybrid,2,0
62,Hybrid,3,-1
63,Hybrid,1,1
63,Hybrid,2,0
63,Hybrid,3,0
64,Hybrid,1,2
64,Hybrid,2,1
64,Hybrid,3,1
65,Hybrid,1,0
65,Hybrid,2,0
65,Hybrid,3,0
66,Hybrid,1,1
66,Hybrid,2,0
66,Hybrid,3,-1
67,Hybrid,1,1
67,Hybrid,2,0
67,Hybrid,3,0
68,Hybrid,1,0
68,Hybrid,2,0
68,Hybrid,3,0
69,Hybrid,1,1
69,Hybrid,2,0
69,Hybrid,3,-1
70,Hybrid,1,1
70,Hybrid,2,1
70,Hybrid,3,-1
1,SENTS-h1_default_model,1,1
1,SENTS-h1_default_model,2,2
1,SENTS-h1_default_model,3,2
2,SENTS-h1_default_model,1,2
2,SENTS-h1_default_model,2,2
2,SENTS-h1_default_model,3,2
3,SENTS-h1_default_model,1,0
3,SENTS-h1_default_model,2,0
3,SENTS-h1_default_model,3,0
4,SENTS-h1_default_model,1,0
4,SENTS-h1_default_model,2,0
4,SENTS-h1_default_model,3,0
5,SENTS-h1_default_model,1,2
5,SENTS-h1_default_model,2,0
5,SENTS-h1_default_model,3,-1
6,SENTS-h1_default_model,1,0
6,SENTS-h1_default_model,2,0
6,SENTS-h1_default_model,3,0
7,SENTS-h1_default_model,1,0
7,SENTS-h1_default_model,2,0
7,SENTS-h1_default_model,3,0
8,SENTS-h1_default_model,1,0
8,SENTS-h1_default_model,2,0
8,SENTS-h1_default_model,3,0
9,SENTS-h1_default_model,1,2
9,SENTS-h1_default_model,2,0
9,SENTS-h1_default_model,3,-2
10,SENTS-h1_default_model,1,2
10,SENTS-h1_default_model,2,1
10,SENTS-h1_default_model,3,2
11,SENTS-h1_default_model,1,1
11,SENTS-h1_default_model,2,0
11,SENTS-h1_default_model,3,1
12,SENTS-h1_default_model,1,1
12,SENTS-h1_default_model,2,0
12,SENTS-h1_default_model,3,-1
13,SENTS-h1_default_model,1,2
13,SENTS-h1_default_model,2,1
13,SENTS-h1_default_model,3,2
14,SENTS-h1_default_model,1,1
14,SENTS-h1_default_model,2,1
14,SENTS-h1_default_model,3,2
15,SENTS-h1_default_model,1,1
15,SENTS-h1_default_model,2,0
15,SENTS-h1_default_model,3,1
16,SENTS-h1_default_model,1,0
16,SENTS-h1_default_model,2,0
16,SENTS-h1_default_model,3,0
17,SENTS-h1_default_model,1,0
17,SENTS-h1_default_model,2,0
17,SENTS-h1_default_model,3,0
18,SENTS-h1_default_model,1,1
18,SENTS-h1_default_model,2,0
18,SENTS-h1_default_model,3,1
19,SENTS-h1_default_model,1,0
19,SENTS-h1_default_model,2,0
19,SENTS-h1_default_model,3,-1
20,SENTS-h1_default_model,1,2
20,SENTS-h1_default_model,2,0
20,SENTS-h1_default_model,3,1
21,SENTS-h1_default_model,1,0
21,SENTS-h1_default_model,2,-1
21,SENTS-h1_default_model,3,0
22,SENTS-h1_default_model,1,0
22,SENTS-h1_default_model,2,0
22,SENTS-h1_default_model,3,0
23,SENTS-h1_default_model,1,2
23,SENTS-h1_default_model,2,1
23,SENTS-h1_default_model,3,2
24,SENTS-h1_default_model,1,1
24,SENTS-h1_default_model,2,1
24,SENTS-h1_default_model,3,1
25,SENTS-h1_default_model,1,0
25,SENTS-h1_default_model,2,0
25,SENTS-h1_default_model,3,0
26,SENTS-h1_default_model,1,0
26,SENTS-h1_default_model,2,0
26,SENTS-h1_default_model,3,1
27,SENTS-h1_default_model,1,2
27,SENTS-h1_default_model,2,1
27,SENTS-h1_default_model,3,2
28,SENTS-h1_default_model,1,0
28,SENTS-h1_default_model,2,0
28,SENTS-h1_default_model,3,0
29,SENTS-h1_default_model,1,2
29,SENTS-h1_default_model,2,1
29,SENTS-h1_default_model,3,2
30,SENTS-h1_default_model,1,1
30,SENTS-h1_default_model,2,0
30,SENTS-h1_default_model,3,1
31,SENTS-h1_default_model,1,0
31,SENTS-h1_default_model,2,0
31,SENTS-h1_default_model,3,0
32,SENTS-h1_default_model,1,1
32,SENTS-h1_default_model,2,2
32,SENTS-h1_default_model,3,1
33,SENTS-h1_default_model,1,0
33,SENTS-h1_default_model,2,0
33,SENTS-h1_default_model,3,-1
34,SENTS-h1_default_model,1,1
34,SENTS-h1_default_model,2,1
34,SENTS-h1_default_model,3,1
35,SENTS-h1_default_model,1,2
35,SENTS-h1_default_model,2,2
35,SENTS-h1_default_model,3,0
36,SENTS-h1_default_model,1,1
36,SENTS-h1_default_model,2,2
36,SENTS-h1_default_model,3,1
37,SENTS-h1_default_model,1,0
37,SENTS-h1_default_model,2,0
37,SENTS-h1_default_model,3,-1
38,SENTS-h1_default_model,1,1
38,SENTS-h1_default_model,2,0
38,SENTS-h1_default_model,3,-2
39,SENTS-h1_default_model,1,0
39,SENTS-h1_default_model,2,0
39,SENTS-h1_default_model,3,0
40,SENTS-h1_default_model,1,1
40,SENTS-h1_default_model,2,1
40,SENTS-h1_default_model,3,2
41,SENTS-h1_default_model,1,1
41,SENTS-h1_default_model,2,0
41,SENTS-h1_default_model,3,-2
42,SENTS-h1_default_model,1,1
42,SENTS-h1_default_model,2,0
42,SENTS-h1_default_model,3,1
43,SENTS-h1_default_model,1,2
43,SENTS-h1_default_model,2,2
43,SENTS-h1_default_model,3,2
44,SENTS-h1_default_model,1,0
44,SENTS-h1_default_model,2,0
44,SENTS-h1_default_model,3,0
45,SENTS-h1_default_model,1,1
45,SENTS-h1_default_model,2,1
45,SENTS-h1_default_model,3,-2
46,SENTS-h1_default_model,1,1
46,SENTS-h1_default_model,2,1
46,SENTS-h1_default_model,3,1
47,SENTS-h1_default_model,1,1
47,SENTS-h1_default_model,2,2
47,SENTS-h1_default_model,3,1
48,SENTS-h1_default_model,1,0
48,SENTS-h1_default_model,2,-1
48,SENTS-h1_default_model,3,0
49,SENTS-h1_default_model,1,1
49,SENTS-h1_default_model,2,0
49,SENTS-h1_default_model,3,-1
50,SENTS-h1_default_model,1,2
50,SENTS-h1_default_model,2,0
50,SENTS-h1_default_model,3,-2
51,SENTS-h1_default_model,1,2
51,SENTS-h1_default_model,2,1
51,SENTS-h1_default_model,3,1
52,SENTS-h1_default_model,1,1
52,SENTS-h1_default_model,2,1
52,SENTS-h1_default_model,3,2
53,SENTS-h1_default_model,1,0
53,SENTS-h1_default_model,2,0
53,SENTS-h1_default_model,3,-1
54,SENTS-h1_default_model,1,2
54,SENTS-h1_default_model,2,1
54,SENTS-h1_default_model,3,-2
55,SENTS-h1_default_model,1,1
55,SENTS-h1_default_model,2,0
55,SENTS-h1_default_model,3,1
56,SENTS-h1_default_model,1,2
56,SENTS-h1_default_model,2,2
56,SENTS-h1_default_model,3,2
57,SENTS-h1_default_model,1,1
57,SENTS-h1_default_model,2,1
57,SENTS-h1_default_model,3,1
58,SENTS-h1_default_model,1,2
58,SENTS-h1_default_model,2,1
58,SENTS-h1_default_model,3,2
59,SENTS-h1_default_model,1,2
59,SENTS-h1_default_model,2,1
59,SENTS-h1_default_model,3,2
60,SENTS-h1_default_model,1,0
60,SENTS-h1_default_model,2,0
60,SENTS-h1_default_model,3,0
61,SENTS-h1_default_model,1,1
61,SENTS-h1_default_model,2,-1
61,SENTS-h1_default_model,3,1
62,SENTS-h1_default_model,1,1
62,SENTS-h1_default_model,2,0
62,SENTS-h1_default_model,3,1
63,SENTS-h1_default_model,1,1
63,SENTS-h1_default_model,2,1
63,SENTS-h1_default_model,3,2
64,SENTS-h1_default_model,1,0
64,SENTS-h1_default_model,2,0
64,SENTS-h1_default_model,3,-1
65,SENTS-h1_default_model,1,0
65,SENTS-h1_default_model,2,0
65,SENTS-h1_default_model,3,0
66,SENTS-h1_default_model,1,1
66,SENTS-h1_default_model,2,1
66,SENTS-h1_default_model,3,1
67,SENTS-h1_default_model,1,2
67,SENTS-h1_default_model,2,1
67,SENTS-h1_default_model,3,1
68,SENTS-h1_default_model,1,0
68,SENTS-h1_default_model,2,0
68,SENTS-h1_default_model,3,0
69,SENTS-h1_default_model,1,2
69,SENTS-h1_default_model,2,0
69,SENTS-h1_default_model,3,-2
70,SENTS-h1_default_model,1,0
70,SENTS-h1_default_model,2,0
70,SENTS-h1_default_model,3,0
1,SENTS-h1^m_default_model,1,1
1,SENTS-h1^m_default_model,2,1
1,SENTS-h1^m_default_model,3,1
2,SENTS-h1^m_default_model,1,1
2,SENTS-h1^m_default_model,2,1
2,SENTS-h1^m_default_model,3,2
3,SENTS-h1^m_default_model,1,0
3,SENTS-h1^m_default_model,2,0
3,SENTS-h1^m_default_model,3,0
4,SENTS-h1^m_default_model,1,0
4,SENTS-h1^m_default_model,2,0
4,SENTS-h1^m_default_model,3,0
5,SENTS-h1^m_default_model,1,2
5,SENTS-h1^m_default_model,2,1
5,SENTS-h1^m_default_model,3,2
6,SENTS-h1^m_default_model,1,0
6,SENTS-h1^m_default_model,2,0
6,SENTS-h1^m_default_model,3,0
7,SENTS-h1^m_default_model,1,0
7,SENTS-h1^m_default_model,2,0
7,SENTS-h1^m_default_model,3,0
8,SENTS-h1^m_default_model,1,0
8,SENTS-h1^m_default_model,2,0
8,SENTS-h1^m_default_model,3,1
9,SENTS-h1^m_default_model,1,1
9,SENTS-h1^m_default_model,2,0
9,SENTS-h1^m_default_model,3,-1
10,SENTS-h1^m_default_model,1,2
10,SENTS-h1^m_default_model,2,1
10,SENTS-h1^m_default_model,3,2
11,SENTS-h1^m_default_model,1,1
11,SENTS-h1^m_default_model,2,1
11,SENTS-h1^m_default_model,3,1
12,SENTS-h1^m_default_model,1,1
12,SENTS-h1^m_default_model,2,0
12,SENTS-h1^m_default_model,3,1
13,SENTS-h1^m_default_model,1,2
13,SENTS-h1^m_default_model,2,1
13,SENTS-h1^m_default_model,3,2
14,SENTS-h1^m_default_model,1,1
14,SENTS-h1^m_default_model,2,1
14,SENTS-h1^m_default_model,3,2
15,SENTS-h1^m_default_model,1,1
15,SENTS-h1^m_default_model,2,0
15,SENTS-h1^m_default_model,3,1
16,SENTS-h1^m_default_model,1,0
16,SENTS-h1^m_default_model,2,0
16,SENTS-h1^m_default_model,3,0
17,SENTS-h1^m_default_model,1,0
17,SENTS-h1^m_default_model,2,0
17,SENTS-h1^m_default_model,3,0
18,SENTS-h1^m_default_model,1,0
18,SENTS-h1^m_default_model,2,0
18,SENTS-h1^m_default_model,3,0
19,SENTS-h1^m_default_model,1,0
19,SENTS-h1^m_default_model,2,0
19,SENTS-h1^m_default_model,3,2
20,SENTS-h1^m_default_model,1,1
20,SENTS-h1^m_default_model,2,1
20,SENTS-h1^m_default_model,3,1
21,SENTS-h1^m_default_model,1,0
21,SENTS-h1^m_default_model,2,0
21,SENTS-h1^m_default_model,3,0
22,SENTS-h1^m_default_model,1,2
22,SENTS-h1^m_default_model,2,1
22,SENTS-h1^m_default_model,3,2
23,SENTS-h1^m_default_model,1,1
23,SENTS-h1^m_default_model,2,1
23,SENTS-h1^m_default_model,3,2
24,SENTS-h1^m_default_model,1,1
24,SENTS-h1^m_default_model,2,1
24,SENTS-h1^m_default_model,3,2
25,SENTS-h1^m_default_model,1,0
25,SENTS-h1^m_default_model,2,0
25,SENTS-h1^m_default_model,3,-1
26,SENTS-h1^m_default_model,1,0
26,SENTS-h1^m_default_model,2,0
26,SENTS-h1^m_default_model,3,0
27,SENTS-h1^m_default_model,1,1
27,SENTS-h1^m_default_model,2,1
27,SENTS-h1^m_default_model,3,2
28,SENTS-h1^m_default_model,1,2
28,SENTS-h1^m_default_model,2,1
28,SENTS-h1^m_default_model,3,1
