sent_id,sys_name,sys_type,orig_sent,simp_sent,grammaticality,meaning,simplicity,structural_simplicity
48,Hybrid,Semantics+PBMT,"As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.",", mosques will enforce violations, both men and women when attending a mosque must adhere.",3,1.666666667,0.666666667,0.666666667
49,Hybrid,Semantics+PBMT,"Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.","Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.",5,5,0,0
50,Hybrid,Semantics+PBMT,"Ryan Prosser (born 10 July, 1988) is a professional rugby union player for Bristol Rugby in the Guinness Premiership.",Ryan Prosser (born 10 July Ryan Prosser (born 10 July is a rugby union player.,2,2.666666667,-0.333333333,-0.333333333
51,Hybrid,Semantics+PBMT,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Reports, it consists, three of them.",1.333333333,1,0.333333333,0.333333333
52,Hybrid,Semantics+PBMT,"Their granddaughter Hélène Langevin-Joliot is a professor of nuclear physics at the University of Paris, and their grandson Pierre Joliot, who was named after Pierre Curie, is a noted biochemist.","Their granddaughter Hélène Langevin-Joliot is a professor of physics, and their grandson Pierre Joliot, who was named, is a biochemist.",3.333333333,2.666666667,1,1
53,Hybrid,Semantics+PBMT,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.","This stamp remained the letter stamp quantities, and were printed.",2.333333333,2,0,0
54,Hybrid,Semantics+PBMT,The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.,International fight the league was an martial arts promotion MMA) billed.,1.666666667,1.666666667,-0.666666667,-0.666666667
55,Hybrid,Semantics+PBMT,"Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.","Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.",4.333333333,5,0,0
56,Hybrid,Semantics+PBMT,"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams.","Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: the Movie, Left Behind II: Tribulation Force, and Left Behind: at World War, in which he plays Cameron ""Buck"" Williams.",4,4.666666667,0,0
57,Hybrid,Semantics+PBMT,"This was the area east of the mouth of the Vistula River, later sometimes called ""Prussia proper"".","This was the area east of the mouth of the river Vistula, called ""Prussia"".",4,3,0.666666667,0.666666667
58,Hybrid,Semantics+PBMT,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,He returned to Yerevan to teach and he was appointed director.,4.666666667,2.333333333,1.333333333,1
59,Hybrid,Semantics+PBMT,"The story of Christmas is based on the biblical accounts given in the Gospel of Matthew, namely - and the Gospel of Luke, specifically -.","The story of Christmas is based on the accounts, given - and, -.",2.666666667,2.333333333,0.333333333,0.333333333
60,Hybrid,Semantics+PBMT,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was to find himself in trouble Chichester authorities and the cathedral.,2.666666667,2.333333333,0.333333333,0.333333333
61,Hybrid,Semantics+PBMT,"So far the 'celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark Chapman, Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.","So far the'celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark, Chapman Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.",4,4.333333333,0,0
62,Hybrid,Semantics+PBMT,"It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.",It was discovered the Voyager 1 space probe taken.,2,1.333333333,0,0.333333333
63,Hybrid,Semantics+PBMT,"Gomaespuma was a Spanish radio show, hosted by Juan Luis Cano and Guillermo Fesser.","Gomaespuma was a radio show, hosted and.",2.333333333,2.666666667,0.333333333,0.333333333
64,Hybrid,Semantics+PBMT,"On 16 June 2009, the official release date of The Resistance was announced on the band's website.",", the release date was announced.",3.333333333,2,1,1.333333333
65,Hybrid,Semantics+PBMT,He is also a member of another Jungiery boyband 183 Club.,He is a member of boyband another Jungiery 183 Club.,3,3.666666667,0,0
66,Hybrid,Semantics+PBMT,"The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.","The Apostolic Tradition, attributed attests, the singing.",1.666666667,1.333333333,0,0
67,Hybrid,Semantics+PBMT,"In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the incursions of other Viking groups.","In return Rollo swore, and undertook to defend the region of France., Charles, converted",2.333333333,2,0.333333333,0.333333333
68,Hybrid,Semantics+PBMT,It is derived from Voice of America (VoA) Special English.,It is derived from Voice of America (VoA) Special English.,3.666666667,5,0,0
69,Hybrid,Semantics+PBMT,"Disney received a full-size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley Temple.","Disney received a Oscar statuette and seven ones, presented.",2.666666667,2,0,0
70,Hybrid,Semantics+PBMT,It was the first asteroid to be discovered by a spacecraft.,It was the asteroid to be discovered.,3.333333333,2,0.333333333,0.333333333
1,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.",Ne side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed.,5,3,1.666666667,1.666666667
2,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Jeddah is the principal gateway to Mecca, Islam's holiest city, which able-bodied Muslims are required to visit at least once in their lifetime.",Jeddah is the main gateway to Mecca.,5,2.333333333,2,2
3,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,4.333333333,4.666666667,0,0
4,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"His next work, Saturday, follows an especially eventful day in the life of a successful neurosurgeon.",His next work Saturday follows an especially eventful day in the life of a successful neurosurgeon.,4.333333333,3.666666667,0,0
5,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.",The character is. A black cord.,2,1,0.333333333,0.333333333
6,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"There he died six weeks later, on 13 January 888.",There he died six weeks later on 13 January 888.,4.666666667,5,0,0
7,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally akin to the coastal peoples of Papua New Guinea.,4,5,0,0
8,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",Since 2000 the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of 5000.,4.333333333,4.333333333,0,0
9,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",The players who play choreography are called acrobatic.,2.333333333,1,0,0
10,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",The spacecraft is named after the Dutch astronomer mathematician Domenico Cassini.,4.333333333,2,1.666666667,1.666666667
11,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Alessandro (""Sandro"") Mazzola (born 8 November 1942) is an Italian former football player.",Alessandro Sandro (born 8 November 1942) an Italian former football player.,3,3.666666667,0.666666667,0.666666667
12,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,It was originally thought that the debris thrown up by the collision filled in the smaller craters.,It was originally thought that the debris thrown up by the..,2,1.666666667,0,0
13,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",He graduated with a BA in anthropology.,4,2.666666667,1.666666667,1.666666667
14,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.",The BZÖ is in favor of a referendum about the Lisbon Treaty but against an EU withdrawal.,4,3,1.333333333,1.333333333
15,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Many species had vanished by the end of the nineteenth century, with European settlement.",Many species had vanished by the end of the nineteenth century.,4.666666667,3,0.666666667,0.666666667
16,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.,In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.,4,5,0,0
17,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"In its pure form, dextromethorphan occurs as a white powder.",In its pure form dextromethorphan occurs as a white powder.,4.666666667,5,0,0
18,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,Admission to Tsinghua is extremely competitive.,Admission is very competitive.,4.666666667,2.666666667,1.333333333,0.666666667
19,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Today NRC is organised as an independent, private foundation.",Today is organised as an independent private foundation.,2.333333333,2.333333333,-0.333333333,-0.333333333
20,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"It is situated at the coast of the Baltic Sea, where it encloses the city of Stralsund.",It is at the coast of the Baltic.,4,2.333333333,1,1
21,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"He was also named 1982 ""Sportsman of the Year"" by Sports Illustrated.",He was also named 1982 Sportsman of the year by Sports Illustrated.,3.666666667,4.666666667,-0.333333333,-0.333333333
22,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,Fives is a British sport believed to derive from the same origins as many racquet sports.,. Is a sport that is believed to come from the same origins as many racquet sports.,2.333333333,2,0,0
23,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King was born on Monday.,4,1.666666667,1.666666667,1.666666667
24,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,Both names became defunct in 2007 when they were merged into The National Museum of Scotland.,They were merged into the National Museum of Scotland.,4.333333333,2,1,1
25,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Nevertheless, Tagore emulated numerous styles, including craftwork from northern New Ireland, Haida carvings from the west coast of Canada (British Columbia), and woodcuts by Max Pechstein.",Tagore housed numerous styles including craftwork from northern New Ireland Haida carvings from the west coast of Canada (British Columbia) woodcuts by Max Pechstein.,3,2.333333333,0.333333333,0
26,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"On October 14, 1960, Presidential candidate John F. Kennedy proposed the concept of what became the Peace Corps on the steps of Michigan Union.",On October 14 1960 presidential candidate John F. Kennedy proposed the concept on the steps of Michigan Union.,3.666666667,2.666666667,0.333333333,0.333333333
27,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"She performed for President Reagan in 1988's Great Performances at the White House series, which aired on the Public Broadcasting Service.",She played for President Reagan in 1988.,4.333333333,2.666666667,1.666666667,1.666666667
28,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna) to win the WWF European Championship (8:10) Saturn pinned Guerrero after a Diving elbow drop.,Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna) to win the WWF European Championship (8: 10) Saturn pinned Guerrero after a diving elbow drop.,3.666666667,5,0,0
29,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,She remained in the United States until 1927 when she and her husband returned to France.,She remained in the United States until 1927.,4.666666667,2.333333333,1.666666667,1.666666667
30,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Despina was discovered in late July, 1989 from the images taken by the Voyager 2 probe.",Despina was discovered in late July 1989 from the Voyager 2 probe.,4.333333333,4.333333333,0.666666667,0.666666667
31,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.,The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.,4,5,0,0
32,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.,He also completed two collections of short stories.,5,3,1.333333333,1.333333333
33,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"At the Voyager 2 images Ophelia appears as an elongated object, the major axis pointing towards Uranus.",The Voyager 2 images Ophelia appears as an elongated object the major axis pointing towards Uranus.,3.333333333,4.666666667,-0.333333333,-0.333333333
34,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,The British decided to eliminate him and take the land by force.,The British decided to eliminate him.,4.666666667,3,1,1
35,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Some towns on the Eyre Highway in the south-east corner of Western Australia, between the South Australian border almost as far as Caiguna, do not follow official Western Australian time.",The South Australian border do not follow official Western Australian time.,4,3,1.333333333,1.333333333
36,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"In architectural decoration Small pieces of colored and iridescent shell have been used to create mosaics and inlays, which have been used to decorate walls, furniture and boxes.",In architectural decoration Small pieces of colored and iridescent shell have been used to decorate walls furniture and boxes.,4.333333333,3.666666667,1.333333333,1.333333333
37,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"The other incorporated cities on the Palos Verdes Peninsula include Rancho Palos Verdes, Rolling Hills Estates and Rolling Hills.",The other incorporated cities on the Palos Verdes Peninsula include Rolling Hills Estates and Rolling Hills.,4,3.666666667,-0.333333333,-0.333333333
38,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.",Fearing asks him to help him find the famous superhero Captain Qwark.,2,1.333333333,-0.333333333,-0.333333333
39,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,It is not actually a true louse.,It is not actually a true louse.,4.666666667,5,0,0
40,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,He advocates applying a user-centered design process in product development cycles and also works towards popularizing interaction design as a mainstream discipline.,He also works towards popularizing interaction design as a mainstream discipline.,5,3,1.333333333,1.333333333
41,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"It is theoretically possible that the other editors who may have reported you, and the administrator who blocked you, are part of a conspiracy against someone half a world away they've never met in person.",It is possible that the other are part of a conspiracy against someone half ve.,2,1.666666667,-0.333333333,-0.333333333
42,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,Working Group I: Assesses scientific aspects of the climate system and climate change.,The term ``climate '' comes from the Greek word..,2.666666667,1,1,0.666666667
43,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"The island chain forms part of the Hebrides, separated from the Scottish mainland and from the Inner Hebrides by the stormy waters of the Minch, the Little Minch and the Sea of the Hebrides.",The island chain forms part of the Hebrides.,5,3,2,2
44,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Orton and his wife welcomed Alanna Marie Orton on July 12, 2008.",Orton and his wife welcomed Alanna Marie Orton on July 12 2008.,4,5,0,0
45,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Formal minor planet designations are number-name combinations overseen by the Minor Planet Center, a branch of the IAU.",A minor planet designations are number name.,1.666666667,1.333333333,0,0
46,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"By early on September 30, wind shear began to dramatically increase and a weakening trend began.",By early on September 30 wind shear began to dramatically increase.,4.333333333,3.666666667,1,1
47,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,Each entry has a datum (a nugget of data) which is a copy of the datum in some backing store.,Each entry is a copy of the datum in some backing store.,4.666666667,3.333333333,1.666666667,1.333333333
48,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.",As a result although many mosques will not enforce violations both men and women when attending a mosque must adhere to these guidelines.,3.666666667,5,-0.333333333,-0.333333333
49,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.",. Of Redwall a fantasy novel.,1.333333333,1.333333333,0,0
50,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Ryan Prosser (born 10 July, 1988) is a professional rugby union player for Bristol Rugby in the Guinness Premiership.",1988) is a rugby union player.,1.666666667,1,0,0
51,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Like previous assessment reports, it consists of four reports, three of them from its working groups.",It has four reports.,4,1.666666667,1.333333333,1.333333333
52,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Their granddaughter Hélène Langevin-Joliot is a professor of nuclear physics at the University of Paris, and their grandson Pierre Joliot, who was named after Pierre Curie, is a noted biochemist.",Their granddaughter Hélène Langevin Joliot is a professor of nuclear physics at the University of Paris.,4.333333333,2.666666667,1.333333333,1.333333333
53,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",This stamp remained the standard letter stamp for the remainder of Victoria 's reign and vast quantities.,3,3.333333333,-0.333333333,-0.333333333
54,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.,The International Fight was an American mixed.,1.666666667,1.333333333,0.333333333,0.333333333
55,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.",. Lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis is a flagellated protozoan parasite.,3,2.666666667,0.666666667,0.666666667
56,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams.",Cameron has often worked in Christian themed Productions.,4.333333333,2.666666667,2,2
57,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"This was the area east of the mouth of the Vistula River, later sometimes called ""Prussia proper"".",This was the area east of the mouth of the Vistula River.,4.666666667,3.666666667,1,1
58,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,He was appointed artistic director of the Armenian Philarmonic Orchestra.,4.666666667,3,1.666666667,1.666666667
59,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"The story of Christmas is based on the biblical accounts given in the Gospel of Matthew, namely - and the Gospel of Luke, specifically -.",The story of Christmas is based on the Gospel of Matthew.,4.333333333,3.666666667,1.666666667,1.666666667
60,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate Behaviour.,4,5,0,0
61,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"So far the 'celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark Chapman, Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.",So far the celebrity episodes have included Vic Reeves Nancy Sorrell Gaby Roslin Mills mills.,3.333333333,3.333333333,0.333333333,0.333333333
62,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.",It was discovered by Stephen P. Synnott in images from the Voyager 1 space.,3,2.666666667,0.666666667,0.666666667
63,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Gomaespuma was a Spanish radio show, hosted by Juan Luis Cano and Guillermo Fesser.",Gomaespuma was a Spanish radio show.,5,3.333333333,1.333333333,1.333333333
64,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"On 16 June 2009, the official release date of The Resistance was announced on the band's website.",On 16 June 2009 the official release date of the Resistance was announced on the band 's website.,4,5,-0.333333333,-0.333333333
65,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,He is also a member of another Jungiery boyband 183 Club.,He is also a member of another Jungiery boyband 183 Club.,4,5,0,0
66,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.",. The singing of Hallel Psalms with Alleluia as the refrain in early Christian agape feasts.,2.333333333,2.333333333,1,1
67,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the incursions of other Viking groups.",. Swore fealty to Charles.,2.333333333,1.333333333,1.333333333,1.333333333
68,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,It is derived from Voice of America (VoA) Special English.,It is derived from Voice of America VoA) Special English.,3,5,0,0
69,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,"Disney received a full-size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley Temple.",Disney was the daughter of 10-year Temple.,1.666666667,1,0,0
70,SENTS-h1_default_model,Semantics+NeuralSeq2Seq,It was the first asteroid to be discovered by a spacecraft.,It was the first asteroid to be discovered by a spacecraft.,5,5,0,0
1,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.",One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed a Sudanese.,3,2.333333333,1.333333333,1
2,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Jeddah is the principal gateway to Mecca, Islam's holiest city, which able-bodied Muslims are required to visit at least once in their lifetime.",Jeddah is the main gateway to Mecca.,5,2.333333333,1.666666667,1.333333333
3,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,5,5,0,0
4,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"His next work, Saturday, follows an especially eventful day in the life of a successful neurosurgeon.",His next work Saturday follows an especially eventful day in the life of a successful neurosurgeon.,4.666666667,3.666666667,0,0
5,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.",The female lays a black cord.,4,1,1.666666667,1.666666667
6,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"There he died six weeks later, on 13 January 888.",There he died six weeks later on 13 January 888.,4.666666667,5,0,0
7,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally akin to the coastal peoples of Papua New Guinea.,5,5,0,0
8,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",Since 2000 the winner of the Kate Greenaway Medal has also been presented with the value of 5000.,4,3.666666667,0.666666667,0.333333333
9,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",The players who play choreography are called acrobatic.,2,1.333333333,0,0
10,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",It is named after the Dutch astronomer mathematician and physicist Christiaan Huygens.,4.666666667,2,1.333333333,1.666666667
11,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Alessandro (""Sandro"") Mazzola (born 8 November 1942) is an Italian former football player.",Is an Italian former football player.,3.333333333,2.333333333,1,1
12,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,It was originally thought that the debris thrown up by the collision filled in the smaller craters.,It was originally thought that the filled in the smaller craters.,3,2.333333333,1,0.666666667
13,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",He graduated from Wheaton College in 1939.,5,2,1.666666667,1.666666667
14,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.",However the BZ\ xc3\ x96 is in favor of a referendum about the Lisbon Party.,4.333333333,1.666666667,1.333333333,1.333333333
15,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Many species had vanished by the end of the nineteenth century, with European settlement.",Many species had vanished by the end of the nineteenth century.,5,3,0.666666667,0.666666667
16,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.,In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.,5,5,0,0
17,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"In its pure form, dextromethorphan occurs as a white powder.",In its pure form dextromethorphan occurs as a white powder.,5,5,0,0
18,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,Admission to Tsinghua is extremely competitive.,Admission to Tsinghua is extremely competitive.,4.666666667,5,0,0
19,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Today NRC is organised as an independent, private foundation.",Today it is an independent private foundation.,5,3,1,0.666666667
20,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"It is situated at the coast of the Baltic Sea, where it encloses the city of Stralsund.",It is at the coast of the Baltic Sea.,4.666666667,3.333333333,1.666666667,1
21,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"He was also named 1982 ""Sportsman of the Year"" by Sports Illustrated.",He was also named 1982 Sportsman of the Year by Sports Illustrated.,4.666666667,4.666666667,0,0
22,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport.,5,3,1.666666667,1.666666667
23,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday.",4.333333333,2.333333333,1.333333333,1.333333333
24,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,Both names became defunct in 2007 when they were merged into The National Museum of Scotland.,They were merged into The National Museum of Scotland.,4.666666667,2.333333333,1.333333333,1.333333333
25,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"Nevertheless, Tagore emulated numerous styles, including craftwork from northern New Ireland, Haida carvings from the west coast of Canada (British Columbia), and woodcuts by Max Pechstein.",Nevertheless Tagore dominated numerous styles including craftwork from northern New Ireland Haida carvings from the west coast of Canada British Columbia and woodcuts by Max Pechstein.,3,3,-0.333333333,-0.333333333
26,SENTS-h1^m_default_model,Semantics+NeuralSeq2Seq,"On October 14, 1960, Presidential candidate John F. Kennedy proposed the concept of what became the Peace Corps on the steps of Michigan Union.",On October 14 1960 presidential candidate John F. Kennedy proposed the concept of what became the Peace Corps on the steps of Michigan Union.,4.333333333,5,0,0
